GeneID	Gene	GeneAliases	GeneType	GeneDescription	Pathways	Diseases
5605	MAP2K2	CFC4|MAPKK2|MEK2|MKK2|PRKMK2	protein-coding	mitogen-activated protein kinase kinase 2	hsa01521[EGFR tyrosine kinase inhibitor resistance]&hsa01522[Endocrine resistance]&hsa04010[MAPK signaling pathway]&hsa04012[ErbB signaling pathway]&hsa04014[Ras signaling pathway]&hsa04015[Rap1 signaling pathway]&hsa04022[cGMP-PKG signaling pathway]&hsa04024[cAMP signaling pathway]&hsa04066[HIF-1 signaling pathway]&hsa04068[FoxO signaling pathway]&hsa04071[Sphingolipid signaling pathway]&hsa04072[Phospholipase D signaling pathway]&hsa04140[Autophagy - animal]&hsa04150[mTOR signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04210[Apoptosis]&hsa04218[Cellular senescence]&hsa04270[Vascular smooth muscle contraction]&hsa04370[VEGF signaling pathway]&hsa04371[Apelin signaling pathway]&hsa04540[Gap junction]&hsa04550[Signaling pathways regulating pluripotency of stem cells]&hsa04620[Toll-like receptor signaling pathway]&hsa04650[Natural killer cell mediated cytotoxicity]&hsa04660[T cell receptor signaling pathway]&hsa04662[B cell receptor signaling pathway]&hsa04664[Fc epsilon RI signaling pathway]&hsa04720[Long-term potentiation]&hsa04722[Neurotrophin signaling pathway]&hsa04730[Long-term depression]&hsa04810[Regulation of actin cytoskeleton]&hsa04910[Insulin signaling pathway]&hsa04912[GnRH signaling pathway]&hsa04915[Estrogen signaling pathway]&hsa04916[Melanogenesis]&hsa04917[Prolactin signaling pathway]&hsa04919[Thyroid hormone signaling pathway]&hsa04921[Oxytocin signaling pathway]&hsa04926[Relaxin signaling pathway]&hsa04929[GnRH secretion]&hsa04934[Cushing syndrome]&hsa04935[Growth hormone synthesis, secretion and action]&hsa05010[Alzheimer disease]&hsa05020[Prion diseases]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05210[Colorectal cancer]&hsa05211[Renal cell carcinoma]&hsa05213[Endometrial cancer]&hsa05214[Glioma]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05221[Acute myeloid leukemia]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]&hsa05230[Central carbon metabolism in cancer]&hsa05231[Choline metabolism in cancer]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa01521[EGFR tyrosine kinase inhibitor resistance]&hsa01522[Endocrine resistance]&hsa04934[Cushing syndrome]&hsa05010[Alzheimer disease]&hsa05020[Prion diseases]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05210[Colorectal cancer]&hsa05211[Renal cell carcinoma]&hsa05213[Endometrial cancer]&hsa05214[Glioma]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05221[Acute myeloid leukemia]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]&hsa05230[Central carbon metabolism in cancer]&hsa05231[Choline metabolism in cancer]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
56052	ALG1	CDG1K|HMAT1|HMT-1|HMT1|MT-1|Mat-1|hMat-1	protein-coding	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	hsa00510[N-Glycan biosynthesis]&hsa00513[Various types of N-glycan biosynthesis]&hsa01100[Metabolic pathways]	.
5606	MAP2K3	MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2	protein-coding	mitogen-activated protein kinase kinase 3	hsa04010[MAPK signaling pathway]&hsa04015[Rap1 signaling pathway]&hsa04218[Cellular senescence]&hsa04620[Toll-like receptor signaling pathway]&hsa04664[Fc epsilon RI signaling pathway]&hsa04668[TNF signaling pathway]&hsa04714[Thermogenesis]&hsa04750[Inflammatory mediator regulation of TRP channels]&hsa04912[GnRH signaling pathway]&hsa04935[Growth hormone synthesis, secretion and action]&hsa05014[Amyotrophic lateral sclerosis (ALS)]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05145[Toxoplasmosis]&hsa05161[Hepatitis B]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05014[Amyotrophic lateral sclerosis (ALS)]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05145[Toxoplasmosis]&hsa05161[Hepatitis B]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
5607	MAP2K5	HsT17454|MAPKK5|MEK5|PRKMK5	protein-coding	mitogen-activated protein kinase kinase 5	hsa04010[MAPK signaling pathway]&hsa04540[Gap junction]&hsa04722[Neurotrophin signaling pathway]&hsa04921[Oxytocin signaling pathway]&hsa05418[Fluid shear stress and atherosclerosis]	hsa05418[Fluid shear stress and atherosclerosis]
5608	MAP2K6	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	protein-coding	mitogen-activated protein kinase kinase 6	hsa04010[MAPK signaling pathway]&hsa04015[Rap1 signaling pathway]&hsa04218[Cellular senescence]&hsa04380[Osteoclast differentiation]&hsa04620[Toll-like receptor signaling pathway]&hsa04664[Fc epsilon RI signaling pathway]&hsa04668[TNF signaling pathway]&hsa04750[Inflammatory mediator regulation of TRP channels]&hsa04912[GnRH signaling pathway]&hsa04935[Growth hormone synthesis, secretion and action]&hsa05014[Amyotrophic lateral sclerosis (ALS)]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05145[Toxoplasmosis]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]&hsa05418[Fluid shear stress and atherosclerosis]	hsa05014[Amyotrophic lateral sclerosis (ALS)]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05145[Toxoplasmosis]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]&hsa05418[Fluid shear stress and atherosclerosis]
5609	MAP2K7	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	protein-coding	mitogen-activated protein kinase kinase 7	hsa04010[MAPK signaling pathway]&hsa04012[ErbB signaling pathway]&hsa04141[Protein processing in endoplasmic reticulum]&hsa04380[Osteoclast differentiation]&hsa04530[Tight junction]&hsa04620[Toll-like receptor signaling pathway]&hsa04660[T cell receptor signaling pathway]&hsa04664[Fc epsilon RI signaling pathway]&hsa04668[TNF signaling pathway]&hsa04722[Neurotrophin signaling pathway]&hsa04912[GnRH signaling pathway]&hsa04926[Relaxin signaling pathway]&hsa05010[Alzheimer disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05161[Hepatitis B]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05418[Fluid shear stress and atherosclerosis]	hsa05010[Alzheimer disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]&hsa05161[Hepatitis B]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]&hsa05418[Fluid shear stress and atherosclerosis]
5610	EIF2AK2	EIF2AK1|LEUDEN|PKR|PPP1R83|PRKR	protein-coding	eukaryotic translation initiation factor 2 alpha kinase 2	hsa04141[Protein processing in endoplasmic reticulum]&hsa04217[Necroptosis]&hsa05010[Alzheimer disease]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05203[Viral carcinogenesis]	hsa05010[Alzheimer disease]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05203[Viral carcinogenesis]
5611	DNAJC3	ACPHD|ERdj6|HP58|P58|P58IPK|PRKRI|p58(IPK)	protein-coding	DnaJ heat shock protein family (Hsp40) member C3	hsa04141[Protein processing in endoplasmic reticulum]&hsa05164[Influenza A]	hsa05164[Influenza A]
5617	PRL	GHA1	protein-coding	prolactin	hsa04060[Cytokine-cytokine receptor interaction]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04917[Prolactin signaling pathway]	.
56171	DNAH7	.	protein-coding	dynein axonemal heavy chain 7	hsa05016[Huntington disease]	hsa05016[Huntington disease]
5618	PRLR	HPRL|MFAB|RI-PRLR|hPRLrI	protein-coding	prolactin receptor	hsa04060[Cytokine-cytokine receptor interaction]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa04630[Jak-STAT signaling pathway]&hsa04917[Prolactin signaling pathway]	.
5621	PRNP	ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30	protein-coding	prion protein	hsa04216[Ferroptosis]&hsa05020[Prion diseases]	hsa05020[Prion diseases]
5624	PROC	APC|PC|PROC1|THPH3|THPH4	protein-coding	protein C, inactivator of coagulation factors Va and VIIIa	hsa04610[Complement and coagulation cascades]	.
56242	ZNF253	BMZF-1|BMZF1|ZNF411	protein-coding	zinc finger protein 253	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
56246	MRAP	B27|C21orf61|FALP|FGD2|GCCD2	protein-coding	melanocortin 2 receptor accessory protein	hsa04927[Cortisol synthesis and secretion]&hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
5625	PRODH	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6	protein-coding	proline dehydrogenase 1	hsa00330[Arginine and proline metabolism]&hsa01100[Metabolic pathways]	.
56259	CTNNBL1	C20orf33|NAP|P14L|PP8304|dJ633O20.1	protein-coding	catenin beta like 1	hsa03040[Spliceosome]	.
56261	GPCPD1	EDI3|GDE5|GDPD6|PREI4	protein-coding	glycerophosphocholine phosphodiesterase 1	hsa00564[Glycerophospholipid metabolism]&hsa05231[Choline metabolism in cancer]	hsa05231[Choline metabolism in cancer]
56267	KYAT3	CCBL2|KAT3|KATIII	protein-coding	kynurenine aminotransferase 3	hsa00270[Cysteine and methionine metabolism]&hsa00380[Tryptophan metabolism]&hsa00450[Selenocompound metabolism]&hsa01100[Metabolic pathways]&hsa05204[Chemical carcinogenesis]	hsa05204[Chemical carcinogenesis]
5627	PROS1	PROS|PS21|PS22|PS23|PS24|PS25|PSA|THPH5|THPH6	protein-coding	protein S	hsa04610[Complement and coagulation cascades]	.
56288	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	protein-coding	par-3 family cell polarity regulator	hsa04015[Rap1 signaling pathway]&hsa04062[Chemokine signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04144[Endocytosis]&hsa04360[Axon guidance]&hsa04390[Hippo signaling pathway]&hsa04520[Adherens junction]&hsa04530[Tight junction]&hsa05165[Human papillomavirus infection]	hsa05165[Human papillomavirus infection]
5630	PRPH	NEF4|PRPH1	protein-coding	peripherin	hsa05014[Amyotrophic lateral sclerosis (ALS)]	hsa05014[Amyotrophic lateral sclerosis (ALS)]
56300	IL36G	IL-1F9|IL-1H1|IL-1RP2|IL1E|IL1F9|IL1H1|IL1RP2	protein-coding	interleukin 36 gamma	hsa04060[Cytokine-cytokine receptor interaction]	.
56302	TRPV5	CAT2|ECAC1|OTRPC3	protein-coding	transient receptor potential cation channel subfamily V member 5	hsa04928[Parathyroid hormone synthesis, secretion and action]&hsa04961[Endocrine and other factor-regulated calcium reabsorption]	.
5631	PRPS1	ARTS|CMTX5|DFN2|DFNX1|PPRibP|PRS-I|PRSI	protein-coding	phosphoribosyl pyrophosphate synthetase 1	hsa00030[Pentose phosphate pathway]&hsa00230[Purine metabolism]&hsa01100[Metabolic pathways]&hsa01200[Carbon metabolism]&hsa01230[Biosynthesis of amino acids]	.
5634	PRPS2	PRSII	protein-coding	phosphoribosyl pyrophosphate synthetase 2	hsa00030[Pentose phosphate pathway]&hsa00230[Purine metabolism]&hsa01100[Metabolic pathways]&hsa01200[Carbon metabolism]&hsa01230[Biosynthesis of amino acids]	.
5641	LGMN	AEP|LGMN1|PRSC1	protein-coding	legumain	hsa04142[Lysosome]&hsa04612[Antigen processing and presentation]	.
56413	LTB4R2	BLT2|BLTR2|JULF2|KPG_004|LTB4-R 2|LTB4-R2|NOP9	protein-coding	leukotriene B4 receptor 2	hsa04020[Calcium signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]	.
5644	PRSS1	TRP1|TRY1|TRY4|TRYP1	protein-coding	serine protease 1	hsa04080[Neuroactive ligand-receptor interaction]&hsa04972[Pancreatic secretion]&hsa04974[Protein digestion and absorption]&hsa05164[Influenza A]	hsa05164[Influenza A]
5645	PRSS2	TRY2|TRY8|TRYP2	protein-coding	serine protease 2	hsa04080[Neuroactive ligand-receptor interaction]&hsa04972[Pancreatic secretion]&hsa04974[Protein digestion and absorption]&hsa05164[Influenza A]	hsa05164[Influenza A]
5646	PRSS3	MTG|PRSS4|T9|TRY3|TRY4	protein-coding	serine protease 3	hsa04080[Neuroactive ligand-receptor interaction]&hsa04972[Pancreatic secretion]&hsa04974[Protein digestion and absorption]&hsa05164[Influenza A]	hsa05164[Influenza A]
56474	CTPS2	.	protein-coding	CTP synthase 2	hsa00240[Pyrimidine metabolism]&hsa01100[Metabolic pathways]	.
56475	RPRM	REPRIMO	protein-coding	reprimo, TP53 dependent G2 arrest mediator homolog	hsa04115[p53 signaling pathway]	.
56477	CCL28	CCK1|MEC|SCYA28	protein-coding	C-C motif chemokine ligand 28	hsa04060[Cytokine-cytokine receptor interaction]&hsa04061[Viral protein interaction with cytokine and cytokine receptor]&hsa04062[Chemokine signaling pathway]&hsa04672[Intestinal immune network for IgA production]	.
56479	KCNQ5	Kv7.5|MRD46	protein-coding	potassium voltage-gated channel subfamily Q member 5	hsa04725[Cholinergic synapse]	.
5648	MASP1	3MC1|CRARF|CRARF1|MAP1|MASP|MASP3|MAp44|PRSS5|RaRF	protein-coding	mannan binding lectin serine peptidase 1	hsa04610[Complement and coagulation cascades]&hsa05150[Staphylococcus aureus infection]	hsa05150[Staphylococcus aureus infection]
5649	RELN	ETL7|LIS2|PRO1598|RL	protein-coding	reelin	hsa04151[PI3K-Akt signaling pathway]&hsa04510[Focal adhesion]&hsa04512[ECM-receptor interaction]&hsa05017[Spinocerebellar ataxia]&hsa05165[Human papillomavirus infection]	hsa05017[Spinocerebellar ataxia]&hsa05165[Human papillomavirus infection]
56548	CHST7	C6ST-2|GST-5	protein-coding	carbohydrate sulfotransferase 7	hsa00532[Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate]	.
5660	PSAP	GLBA|SAP1|SAP2	protein-coding	prosaposin	hsa04142[Lysosome]	.
56603	CYP26B1	CYP26A2|P450RAI-2|P450RAI2|RHFCA	protein-coding	cytochrome P450 family 26 subfamily B member 1	hsa00830[Retinol metabolism]&hsa01100[Metabolic pathways]	.
56605	ERO1B	ERO1LB|Ero1beta	protein-coding	endoplasmic reticulum oxidoreductase 1 beta	hsa04141[Protein processing in endoplasmic reticulum]	.
56616	DIABLO	DFNA64|SMAC	protein-coding	diablo IAP-binding mitochondrial protein	hsa04210[Apoptosis]&hsa04215[Apoptosis - multiple species]	.
5662	PSD	EFA6|EFA6A|PSD1|TYL	protein-coding	pleckstrin and Sec7 domain containing	hsa04144[Endocytosis]	.
56623	INPP5E	CORS1|CPD4|JBTS1|MORMS|PPI5PIV|pharbin	protein-coding	inositol polyphosphate-5-phosphatase E	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
56624	ASAH2	BCDase|HNAC1|LCDase|N-CDase|NCDase	protein-coding	N-acylsphingosine amidohydrolase 2	hsa00600[Sphingolipid metabolism]&hsa01100[Metabolic pathways]&hsa04071[Sphingolipid signaling pathway]	.
5663	PSEN1	ACNINV3|AD3|FAD|PS-1|PS1|S182	protein-coding	presenilin 1	hsa04310[Wnt signaling pathway]&hsa04330[Notch signaling pathway]&hsa04722[Neurotrophin signaling pathway]&hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]	hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]
5664	PSEN2	AD3L|AD4|CMD1V|PS2|STM2	protein-coding	presenilin 2	hsa04330[Notch signaling pathway]&hsa04722[Neurotrophin signaling pathway]&hsa05010[Alzheimer disease]	hsa05010[Alzheimer disease]
56649	TMPRSS4	CAPH2|MT-SP2|TMPRSS3	protein-coding	transmembrane serine protease 4	hsa05164[Influenza A]	hsa05164[Influenza A]
56652	TWNK	ATXN8|C10orf2|IOSCA|MTDPS7|PEO|PEO1|PEOA3|PRLTS5|SANDO|SCA8|TWINL	protein-coding	twinkle mtDNA helicase	hsa05017[Spinocerebellar ataxia]	hsa05017[Spinocerebellar ataxia]
56655	POLE4	YHHQ1|p12	protein-coding	DNA polymerase epsilon 4, accessory subunit	hsa03030[DNA replication]&hsa03410[Base excision repair]&hsa03420[Nucleotide excision repair]	.
56656	OR2S2	OR37A|OST715	protein-coding	olfactory receptor family 2 subfamily S member 2	hsa04740[Olfactory transduction]	.
56670	SUCNR1	GPR91	protein-coding	succinate receptor 1	hsa04024[cAMP signaling pathway]	.
56681	SAR1A	SAR1|SARA1|Sara|masra2	protein-coding	secretion associated Ras related GTPase 1A	hsa04141[Protein processing in endoplasmic reticulum]&hsa05134[Legionellosis]	hsa05134[Legionellosis]
567	B2M	IMD43	protein-coding	beta-2-microglobulin	hsa04612[Antigen processing and presentation]&hsa05163[Human cytomegalovirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05163[Human cytomegalovirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05168[Herpes simplex virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05170[Human immunodeficiency virus 1 infection]
5682	PSMA1	HC2|HEL-S-275|NU|PROS30	protein-coding	proteasome 20S subunit alpha 1	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]
5683	PSMA2	HC3|MU|PMSA2|PSC2	protein-coding	proteasome 20S subunit alpha 2	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]
56832	IFNK	IFNT1|INFE1	protein-coding	interferon kappa	hsa04060[Cytokine-cytokine receptor interaction]&hsa04622[RIG-I-like receptor signaling pathway]&hsa04630[Jak-STAT signaling pathway]	.
5684	PSMA3	HC8|PSC3	protein-coding	proteasome 20S subunit alpha 3	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]
56848	SPHK2	SK 2|SK-2|SPK 2|SPK-2	protein-coding	sphingosine kinase 2	hsa00600[Sphingolipid metabolism]&hsa01100[Metabolic pathways]&hsa04020[Calcium signaling pathway]&hsa04071[Sphingolipid signaling pathway]&hsa04072[Phospholipase D signaling pathway]&hsa04370[VEGF signaling pathway]&hsa04371[Apelin signaling pathway]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa05152[Tuberculosis]	hsa05152[Tuberculosis]
5685	PSMA4	HC9|HsT17706|PSC9	protein-coding	proteasome 20S subunit alpha 4	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]
5686	PSMA5	PSC5|ZETA	protein-coding	proteasome 20S subunit alpha 5	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]
